Hora,SO2 ,NO ,PM1.0 ,PM2.5 ,O3 ,CO,NO2 
13,3,3,30,11,86,0.1,8
14,3,3,19,12,80,0.1,11
15,3,3,40,12,83,0.1,8
16,3,2,45,12,76,0.1,6
17,3,2,34,11,72,0.1,5
18,3,2,32,12,71,0.1,7
19,3,2,21,13,70,0.1,7
20,3,2,22,13,70,0.1,6
21,3,2,20,15,67,0.1,7
22,3,2,34,16,61,0.1,9
23,3,2,27,18,62,0.1,8
24,3,2,33,16,44,0.1,19
1,3,2,29,14,43,0.1,19
2,3,2,18,15,50,0.1,11
3,3,2,18,15,50,0.1,11
4,3,2,23,15,51,0.1,10
5,3,2,22,14,51,0.1,11
6,3,2,19,14,50,0.1,14
7,3,2,24,13,56,0.1,11
8,3,2,25,14,64,0.1,8
9,3,2,31,14,65,0.1,7
10,3,2,33,15,65,0.1,6
11,3,2,54,15,69,0.1,6
12,3,2,47,14,71,0.1,6
13,3,2,17,12,64,0.1,6
14,3,2,40,13,67,0.1,6
15,3,2,50,13,75,0.1,5
16,3,2,26,12,71,0.1,5
17,3,2,30,14,71,0.1,5
18,3,2,35,14,73,0.1,5
19,3,2,18,13,63,0.1,7
20,3,2,23,13,56,0.1,9
21,3,2,21,13,53,0.1,9
22,3,2,21,12,48,0.1,12
23,3,2,15,11,50,0.1,8
24,3,2,16,12,43,0.1,11
1,3,2,13,11,44,0.1,10
2,3,2,15,11,47,0.1,5
3,3,2,10,12,52,0.1,5
4,3,2,14,12,50,0.1,5
5,3,2,18,13,50,0.1,6
6,3,2,26,13,51,0.1,7
7,3,2,41,12,50,0.1,7
8,3,2,38,12,51,0.1,6
9,3,3,46,11,51,0.1,9
10,3,4,46,10,49,0.1,11
11,3,3,45,11,54,0.1,9
12,3,4,52,7,52,0.1,11
13,3,4,39,8,56,0.1,11
14,3,3,41,8,57,0.1,10
15,3,3,26,8,56,0.1,10
16,3,2,68,11,67,0.1,6
17,3,2,43,9,70,0.1,6
18,3,2,19,13,63,0.1,7
19,3,2,5,13,55,0.1,9
20,3,2,8,11,56,0.1,9
21,3,2,11,11,57,0.1,7
22,3,2,13,10,57,0.1,6
23,3,2,10,9,60,0.1,5
24,3,2,10,9,63,0.1,4
1,3,2,11,8,63,0.1,4
2,3,2,9,7,61,0.1,4
3,3,2,10,7,60,0.1,4
4,3,2,6,8,59,0.1,5
5,3,2,15,8,57,0.1,7
6,3,2,18,9,55,0.1,10
7,3,2,26,9,58,0.1,7
8,3,2,81,24,59,0.1,6
9,3,2,74,13,60,0.1,6
10,3,2,48,12,59,0.1,6
11,3,3,42,11,56,0.1,8
12,3,3,62,12,57,0.1,7
13,3,3,74,12,54,0.1,8
14,3,3,46,11,54,0.1,8
15,3,4,31,10,51,0.1,10
16,3,3,38,10,55,0.1,8
17,3,2,50,11,56,0.1,5
18,3,2,38,9,52,0.1,6
19,3,2,22,8,51,0.1,7
20,3,2,13,8,51,0.1,8
21,3,2,18,7,51,0.1,6
22,3,2,10,7,52,0.1,5
23,3,2,10,6,50,0.1,5
24,3,2,14,5,45,0.1,5
1,3,2,10,4,40,0.1,4
2,3,2,15,6,43,0.1,4
3,3,2,6,6,49,0.1,4
4,3,2,8,5,51,0.1,4
5,3,2,14,6,51,0.1,5
6,3,2,22,8,49,0.1,10
7,3,2,22,6,55,0.1,7
8,3,2,27,7,56,0.1,6
9,3,2,38,6,54,0.1,5
10,3,2,46,7,58,0.1,5
11,3,2,60,8,63,0.1,5
12,3,2,92,10,63,0.1,4
13,3,2,53,8,61,0.1,5
14,3,2,54,7,67,0.1,5
15,3,2,31,6,72,0.1,5
16,3,2,17,8,62,0.1,5
17,3,2,39,11,68,0.1,5
18,3,2,34,8,68,0.1,6
19,3,2,19,8,65,0.1,7
20,3,2,9,11,62,0.1,7
21,3,2,17,13,65,0.1,6
22,3,2,21,10,66,0.1,5
23,3,2,32,8,60,0.1,7
24,3,2,10,8,66,0.1,5
1,3,2,8,8,66,0.1,4
2,3,2,13,7,63,0.1,4
3,3,2,13,8,52,0.1,8
4,3,2,18,6,54,0.1,7
5,3,2,26,5,55,0.1,5
6,3,2,5,5,56,0.1,5
7,3,2,6,6,57,0.1,5
8,3,2,12,6,62,0.1,5
9,3,2,10,6,64,0.1,5
10,3,2,19,9,66,0.1,5
11,3,2,13,8,66,0.1,4
12,3,2,38,10,72,0.1,5
13,3,2,30,6,70,0.1,6
14,3,2,26,8,65,0.1,7
15,3,3,14,5,51,0.1,7
16,3,3,7,5,46,0.1,6
17,3,2,6,6,45,0.1,5
18,3,2,41,8,66,0.1,7
19,3,2,42,7,54,0.1,7
20,3,2,23,8,49,0.1,7
21,3,2,17,8,48,0.1,6
22,3,2,5,6,31,0.1,7
23,3,2,4,6,33,0.1,5
24,3,2,4,5,34,0.1,4
1,3,2,4,4,34,0.1,4
2,3,2,4,5,35,0.1,4
3,3,2,8,5,36,0.1,4
4,3,2,5,5,41,0.1,5
5,3,2,15,6,41,0.1,7
6,3,2,4,6,41,0.1,9
7,3,3,18,6,43,0.1,9
8,3,3,13,6,48,0.1,8
9,3,2,17,6,55,0.1,6
10,3,1,10,6,57,0.1,6
11,3,2,28,9,57,0.1,8
12,3,1,43,8,59,0.1,8
13,3,1,30,7,58,0.1,7
14,3,1,26,6,57,0.1,7
15,3,1,28,8,60,0.1,8
16,3,1,48,8,71,0.1,8
17,3,1,29,7,76,0.1,7
18,3,1,27,10,75,0.1,8
19,3,1,20,8,68,0.1,10
20,3,1,4,10,48,0.1,10
21,3,1,5,8,42,0.1,7
22,3,1,11,7,41,0.1,5
23,3,1,17,5,37,0.1,5
24,3,1,10,5,32,0.1,4
1,3,1,4,4,32,0.1,4
2,3,1,4,4,35,0.1,4
3,3,1,7,5,35,0.1,4
4,3,1,15,5,31,0.1,6
5,3,1,9,6,26,0.1,10
6,3,1,7,6,24,0.1,12
7,3,2,31,6,28,0.1,11
8,3,1,27,6,35,0.1,7
9,3,2,11,5,36,0.1,6
10,3,1,30,6,39,0.1,7
11,3,4,31,7,39,0.1,12
12,4,2,N,4,49,0.1,7
13,3,1,24,9,53,0.2,8
14,3,1,14,8,57,0.2,7
15,3,1,14,8,63,0.2,6
16,3,1,22,7,60,0.2,5
17,3,1,17,7,58,0.2,6
18,3,1,18,8,51,0.1,6
19,3,1,18,7,44,0.1,6
20,3,1,6,7,34,0.1,6
21,3,1,4,8,32,0.1,7
22,3,1,5,6,36,0.1,5
23,3,1,7,6,38,0.1,4
24,3,1,4,4,36,0.1,4
1,3,1,10,4,33,0.1,4
2,3,1,6,4,31,0.1,4
3,3,1,4,4,33,0.1,4
4,3,1,6,5,35,0.1,5
5,3,1,16,6,32,0.1,9
6,3,1,12,8,34,0.1,9
7,3,1,26,6,34,0.1,8
8,3,3,31,8,30,0.1,12
9,3,2,25,6,35,0.1,7
10,3,1,19,6,40,0.1,6
11,3,1,25,7,43,0.1,5
12,3,1,28,7,52,0.1,6
13,3,1,30,6,54,0.1,6
14,3,1,10,6,54,0.1,5
15,3,1,10,6,39,0.1,5
16,3,1,46,7,36,0.1,5
17,3,1,46,7,36,0.1,5
18,3,1,26,7,34,0.1,5
19,3,1,14,6,34,0.1,5
20,3,1,10,7,35,0.1,5
21,3,1,10,6,36,0.1,5
22,3,1,10,7,41,0.1,4
23,3,1,13,6,46,0.1,4
24,3,1,18,6,48,0.1,4
1,3,1,4,6,51,0.1,4
2,3,1,6,6,53,0.1,3
3,3,1,14,5,52,0.1,4
4,3,1,13,6,52,0.1,4
5,3,1,14,6,51,0.1,7
6,3,1,16,7,54,0.1,7
7,3,1,28,6,53,0.1,8
8,3,1,65,8,56,0.1,6
9,3,1,94,8,56,0.1,6
10,3,1,70,8,56,0.1,6
11,3,1,82,10,56,0.1,5
12,3,1,127,9,56,0.1,5
13,3,1,77,8,54,0.1,5
14,3,1,89,8,53,0.1,5
15,3,1,187,13,55,0.1,5
16,3,1,199,13,55,0.1,6
17,3,1,121,10,58,0.1,6
18,3,1,55,8,51,0.1,5
19,3,1,58,9,51,0.1,4
20,3,1,58,9,50,0.1,5
21,3,1,39,8,49,0.1,4
22,3,1,41,8,52,0.1,4
23,3,1,33,7,53,0.1,4
24,3,1,21,6,56,0.1,4
1,3,1,31,6,54,0.1,3
2,3,1,22,6,52,0.1,4
3,3,1,9,6,54,0.1,4
4,3,1,6,8,58,0.1,4
5,3,1,17,8,58,0.1,6
6,3,1,26,9,48,0.1,12
7,3,1,27,8,53,0.1,9
8,3,1,38,8,56,0.1,6
9,3,1,42,10,59,0.1,6
10,3,1,44,9,63,0.1,5
11,3,1,80,11,64,0.1,6
12,3,1,120,15,64,0.1,6
13,3,1,103,13,63,0.1,6
14,3,1,77,12,62,0.1,6
15,3,1,83,13,60,0.1,6
16,3,1,55,11,57,0.1,7
17,3,1,65,13,69,0.1,7
18,3,1,68,13,70,0.1,6
19,3,1,24,11,64,0.1,6
20,3,1,6,11,57,0.1,8
21,3,1,5,12,59,0.1,7
22,3,1,17,12,60,0.1,6
23,3,1,10,11,61,0.1,5
24,3,1,10,10,62,0.1,5
1,3,1,12,10,63,0.1,5
2,3,1,13,11,43,0.1,9
3,3,1,26,11,36,0.1,13
4,3,1,30,11,40,0.1,14
5,3,1,30,10,42,0.1,13
6,3,2,28,13,29,0.1,23
7,3,4,51,13,33,0.1,24
8,3,1,30,11,57,0.1,8
9,3,1,6,11,103,0.1,6
10,3,1,31,14,98,0.1,10
11,3,1,53,14,92,0.1,11
12,3,1,58,17,81,0.1,11
13,3,1,54,13,74,0.1,6
14,3,1,41,14,79,0.1,4
15,3,1,55,16,87,0.1,6
16,3,1,47,18,89,0.1,5
17,3,1,45,15,85,0.1,4
18,3,1,22,16,86,0.1,5
19,3,1,33,16,83,0.1,6
20,3,1,38,15,81,0.1,6
21,3,1,39,15,80,0.1,6
22,3,1,42,14,78,0.1,6
23,3,1,38,13,72,0.1,5
24,3,1,36,12,68,0.1,5
1,3,1,45,12,67,0.1,5
2,3,1,31,13,66,0.1,4
3,3,1,27,13,62,0.1,5
4,3,1,30,13,55,0.1,6
5,3,1,32,11,50,0.1,9
6,3,1,12,14,18,0.1,24
7,3,1,60,14,47,0.1,9
8,3,1,38,12,52,0.1,5
9,3,1,34,14,53,0.1,5
10,3,1,36,13,52,0.1,5
11,3,1,28,11,53,0.1,5
12,3,1,32,10,51,0.1,4
13,3,1,32,10,46,0.1,5
14,3,1,29,11,45,0.1,4
15,3,1,31,10,44,0.1,5
16,3,1,33,11,50,0.1,5
17,3,1,28,10,53,0.1,5
18,3,1,30,11,53,0.1,5
19,3,1,25,10,53,0.1,5
20,3,1,20,12,53,0.1,6
21,3,1,18,8,41,0.1,7
22,3,1,4,11,29,0.1,10
23,3,1,10,11,36,0.1,7
24,3,1,35,8,44,0.1,5
1,3,1,14,8,39,0.1,5
2,3,1,62,11,53,0.1,4
3,3,1,43,8,56,0.1,3
4,3,1,25,8,49,0.1,5
5,3,1,29,9,42,0.1,6
6,3,1,31,11,34,0.1,10
7,3,1,27,11,35,0.1,9
8,3,2,26,11,36,0.1,7
9,3,1,32,11,39,0.1,6
10,3,1,31,11,40,0.1,5
11,3,1,41,9,34,0.1,6
12,3,1,79,10,33,0.1,6
13,3,1,78,8,35,0.1,6
14,3,2,133,11,34,0.1,6
15,3,1,170,8,36,0.1,5
16,3,1,50,8,36,0.1,5
17,3,1,35,6,34,0.1,5
18,3,1,14,6,36,0.1,6
19,3,1,17,6,35,0.1,6
20,3,1,4,6,40,0.1,6
21,3,1,4,11,51,0.1,5
22,3,1,64,8,42,0.1,4
23,3,1,50,4,39,0.1,4
24,3,1,25,4,41,0.1,3
1,3,1,14,4,42,0.1,3
2,3,1,9,4,43,0.1,3
3,3,1,6,4,47,0.1,3
4,3,1,18,6,48,0.1,4
5,3,1,68,9,49,0.1,5
6,3,1,58,5,49,0.1,6
7,3,1,15,11,58,0.1,9
8,3,1,36,10,61,0.1,7
9,3,1,43,9,64,0.1,7
10,3,1,122,8,56,0.1,6
11,3,1,117,5,55,0.1,6
12,3,1,90,5,56,0.1,6
13,3,1,103,8,61,0.1,6
14,3,1,152,8,63,0.1,6
15,3,1,150,7,60,0.1,6
16,3,1,160,13,61,0.1,6
17,3,1,158,12,58,0.1,6
18,3,1,166,10,55,0.1,6
19,3,1,104,8,51,0.1,6
20,3,1,81,8,48,0.1,6
21,3,1,44,6,53,0.1,5
22,3,1,18,7,59,0.1,5
23,3,1,30,6,62,0.1,4
24,3,1,19,5,64,0.1,4
1,3,1,7,5,68,0.1,4
2,3,1,4,4,73,0.1,3
3,3,1,18,6,75,0.1,3
4,3,1,26,8,71,0.1,4
5,3,1,18,6,65,0.1,6
6,3,1,20,8,66,0.1,8
7,3,1,37,8,69,0.1,9
8,3,1,55,8,73,0.1,8
9,3,1,84,11,72,0.1,7
10,3,1,143,14,73,0.1,7
11,3,1,184,17,70,0.1,7
12,3,1,198,15,72,0.1,6
13,3,1,196,17,72,0.1,6
14,3,1,240,19,74,0.1,6
15,3,1,242,18,77,0.1,8
16,3,1,189,20,77,0.1,7
17,3,1,29,9,80,0.1,7
18,3,1,18,11,83,0.1,6
19,3,1,5,9,87,0.1,7
20,3,1,10,11,88,0.1,7
21,3,1,14,8,87,0.1,6
22,3,1,6,7,89,0.1,5
23,3,1,5,7,92,0.1,5
24,3,1,43,9,90,0.1,5
1,3,1,16,5,88,0.1,5
2,3,1,6,4,88,0.1,4
3,3,1,14,6,86,0.1,5
4,3,1,54,10,79,0.1,6
5,3,1,44,6,77,0.1,8
6,3,1,71,13,71,0.1,16
7,3,1,50,10,72,0.1,16
8,3,1,92,11,79,0.1,15
9,3,1,92,17,84,0.1,10
10,3,2,123,13,71,0.1,15
11,3,2,59,15,78,0.1,14
12,3,1,41,11,85,0.1,12
13,3,2,62,14,81,0.1,15
14,3,2,32,11,84,0.1,14
15,3,2,81,17,81,0.1,17
16,4,2,46,12,80,0.1,19
17,4,2,43,13,77,0.1,23
18,4,2,53,14,71,0.1,27
19,3,1,28,11,77,0.1,17
20,3,1,10,12,81,0.1,13
21,3,1,71,15,66,0.1,18
22,3,1,26,13,69,0.1,11
23,3,1,54,13,62,0.1,13
24,3,1,13,8,68,0.1,10
1,3,1,27,13,69,0.1,12
2,3,1,62,13,68,0.1,12
3,3,1,44,13,54,0.1,25
4,3,1,77,15,54,0.1,23
5,3,1,63,13,49,0.1,26
6,3,1,4,12,44,0.1,44
7,3,2,100,23,53,0.1,28
8,3,1,134,20,64,0.1,15
9,3,2,116,25,69,0.1,10
10,3,2,33,21,74,0.1,15
11,3,1,104,22,75,0.1,8
12,3,1,78,20,76,0.1,6
13,3,1,28,16,79,0.1,9
14,3,2,34,21,79,0.1,11
15,3,1,95,21,84,0.1,6
16,3,1,51,15,86,0.1,6
17,3,1,46,16,87,0.1,6
18,3,1,58,18,87,0.1,6
19,3,1,46,18,82,0.1,9
20,3,1,42,16,81,0.1,7
21,3,1,6,11,69,0.1,16
22,3,1,4,11,68,0.1,18
23,3,1,86,15,82,0.1,6
24,3,1,117,11,87,0.1,4
1,3,1,106,13,94,0.1,4
2,3,1,79,13,98,0.1,4
3,3,1,21,12,99,0.1,5
4,3,1,12,15,94,0.1,7
5,3,1,52,17,96,0.1,6
6,3,1,71,18,87,0.1,10
7,3,1,40,13,79,0.1,15
8,3,2,4,7,77,0.1,18
9,4,2,11,9,78,0.1,16
10,4,2,22,13,80,0.1,17
11,3,1,90,14,87,0.1,10
12,3,1,89,12,86,0.1,9
13,3,1,214,22,87,0.1,7
14,3,1,134,13,86,0.1,6
15,3,1,67,11,84,0.1,5
16,3,1,26,8,89,0.1,6
17,3,1,34,14,90,0.1,6
18,3,1,50,11,85,0.1,5
19,3,1,50,13,80,0.1,8
20,3,1,39,11,80,0.1,6
21,3,1,14,11,82,0.1,5
22,3,1,22,12,76,0.1,7
23,3,1,26,13,72,0.1,8
24,3,1,46,12,71,0.1,7
1,3,1,33,11,64,0.1,7
2,3,1,38,9,62,0.1,7
3,3,1,10,9,46,0.1,14
4,3,1,4,9,39,0.1,22
5,3,1,4,10,36,0.1,25
6,3,1,19,14,33,0.1,31
7,3,1,62,17,53,0.1,18
8,3,1,75,15,71,0.1,9
9,3,1,37,11,74,0.1,9
10,3,1,7,13,75,0.1,12
11,3,1,5,11,78,0.1,11
12,3,1,17,13,80,0.1,10
13,3,1,89,17,82,0.1,6
14,3,1,60,15,81,0.1,6
15,3,1,70,13,79,0.1,6
16,3,1,49,13,73,0.1,5
17,3,1,38,12,72,0.1,6
18,3,1,51,14,70,0.1,5
19,3,1,29,13,68,0.1,6
20,3,1,37,14,61,0.1,9
21,3,1,37,15,67,0.1,10
22,3,1,13,13,75,0.1,9
23,3,1,30,13,76,0.1,6
24,3,1,48,15,72,0.1,4
1,3,1,39,13,70,0.1,4
2,3,1,31,13,67,0.1,5
3,3,1,22,13,65,0.1,6
4,3,1,23,13,61,0.1,7
5,3,2,4,12,25,0.2,28
6,3,5,23,15,12,0.2,41
7,3,5,67,16,39,0.2,27
8,3,1,41,14,68,0.1,10
9,3,2,54,14,71,0.1,10
10,3,1,7,13,83,0.1,7
11,3,2,24,13,86,0.1,9
12,3,1,32,14,93,0.1,7
13,3,1,21,12,93,0.1,7
14,3,1,28,15,98,0.1,6
15,3,1,38,13,94,0.1,7
16,3,1,38,15,90,0.1,7
17,3,1,78,15,90,0.1,6
18,3,1,56,17,87,0.1,6
19,3,1,44,14,81,0.1,9
20,3,1,50,14,81,0.1,8
21,3,1,27,13,82,0.1,5
22,3,1,34,13,82,0.1,5
23,3,1,33,11,81,0.1,4
24,3,1,22,11,73,0.1,5
1,3,1,7,11,58,0.1,7
2,3,1,34,15,59,0.1,9
3,3,1,52,18,69,0.1,6
4,3,1,32,11,61,0.1,9
5,3,1,36,14,61,0.1,10
6,3,1,23,13,48,0.1,15
7,3,1,10,12,58,0.1,15
8,3,1,56,16,66,0.1,8
9,3,1,40,15,69,0.1,7
10,3,1,24,11,71,0.1,8
11,3,1,50,20,74,0.1,9
12,3,1,86,13,71,0.1,5
13,3,1,17,8,72,0.1,9
14,3,1,18,18,77,0.1,8
15,3,1,78,17,73,0.1,7
16,3,1,87,18,77,0.1,7
17,3,1,95,12,77,0.1,5
18,3,1,7,9,73,0.1,7
19,3,1,46,26,75,0.1,7
20,3,1,152,8,79,0.2,6
21,3,1,18,12,78,0.1,6
22,3,1,82,20,83,0.1,4
23,3,1,125,21,74,0.1,7
24,3,1,135,6,68,0.1,4
1,3,1,8,8,76,0.1,4
2,3,1,158,23,59,0.1,10
3,3,1,80,8,52,0.1,14
4,3,1,41,9,52,0.1,11
5,3,1,34,8,51,0.1,11
6,3,1,54,12,48,0.1,14
7,3,1,54,11,44,0.1,18
8,3,2,59,15,41,0.1,19
9,3,2,69,13,49,0.1,12
10,3,3,102,26,47,0.1,15
11,3,3,131,25,47,0.1,14
12,3,1,103,18,54,0.1,7
13,3,1,81,18,53,0.1,5
14,3,1,54,16,52,0.1,6
15,3,1,64,21,55,0.1,9
16,3,1,110,31,54,0.1,10
17,3,2,120,39,49,0.1,13
18,3,3,106,20,31,0.1,27
19,3,2,67,23,24,0.1,31
20,3,1,54,20,25,0.1,28
21,3,1,47,20,24,0.1,28
22,3,1,46,20,30,0.1,22
23,3,1,42,18,35,0.1,15
24,3,1,38,19,31,0.1,16
1,3,1,35,15,25,0.1,21
2,3,1,32,20,30,0.1,17
3,3,1,62,28,34,0.1,17
4,3,1,94,33,26,0.1,25
5,3,1,95,27,25,0.1,29
6,3,1,96,30,41,0.1,24
7,3,3,127,27,40,0.1,31
8,3,4,118,16,46,0.1,24
9,3,4,73,18,48,0.1,21
10,3,3,90,18,52,0.1,15
11,3,4,99,19,50,0.1,17
12,3,3,115,15,55,0.1,14
13,3,2,116,15,63,0.1,11
14,3,1,130,19,69,0.1,10
15,3,2,142,20,65,0.1,15
16,3,2,166,22,65,0.1,15
17,3,1,137,19,70,0.1,11
18,3,1,117,15,68,0.1,9
19,3,1,85,12,72,0.1,7
20,3,1,77,12,73,0.1,7
21,3,1,64,13,75,0.1,7
22,3,1,44,11,75,0.1,5
23,3,1,10,6,75,0.1,5
24,3,1,4,8,71,0.1,4
1,3,1,51,9,66,0.1,9
2,3,1,6,4,62,0.1,7
3,3,1,4,5,63,0.1,4
4,3,1,21,6,57,0.1,6
5,3,1,18,6,56,0.1,6
6,3,1,26,6,54,0.1,8
7,3,1,29,7,50,0.1,7
8,3,1,51,4,52,0.1,8
9,3,1,102,8,54,0.1,7
10,3,1,124,10,53,0.1,7
11,3,1,162,12,50,0.1,7
12,3,1,264,19,48,0.1,7
13,3,1,230,15,49,0.1,6
14,3,1,166,15,53,0.1,7
15,3,1,146,13,54,0.1,6
16,3,1,137,13,57,0.1,6
17,3,1,82,9,59,0.1,6
18,3,1,41,9,58,0.1,7
19,3,1,142,15,46,0.1,9
20,3,1,70,11,46,0.1,9
21,3,1,76,10,42,0.1,10
22,3,1,47,9,46,0.1,9
23,3,1,37,8,54,0.1,5
24,3,1,61,10,53,0.1,4
1,3,1,26,6,52,0.1,4
2,3,1,17,6,53,0.1,4
3,3,1,18,8,56,0.1,4
4,3,1,26,7,54,0.1,4
5,3,1,22,7,55,0.1,4
6,3,1,40,12,56,0.1,4
7,3,1,52,8,54,0.1,4
8,3,1,71,11,54,0.1,5
9,3,1,70,12,54,0.1,5
10,3,1,79,13,55,0.1,6
11,3,1,83,11,57,0.1,5
12,3,1,64,10,56,0.1,6
13,3,1,41,10,53,0.1,7
14,3,1,55,10,52,0.1,7
15,3,1,39,11,52,0.1,8
16,3,1,29,13,55,0.1,7
17,3,1,23,10,54,0.1,7
18,3,1,32,9,53,0.1,6
19,3,1,16,13,50,0.1,7
20,3,1,19,11,49,0.1,8
21,3,1,10,10,52,0.1,7
22,3,1,18,9,55,0.1,6
23,3,1,6,7,56,0.1,5
24,3,1,18,10,56,0.1,5
1,3,1,7,8,61,0.1,4
2,3,1,14,10,62,0.1,4
3,3,1,10,9,59,0.1,5
4,3,1,14,12,61,0.1,5
5,3,1,14,10,62,0.1,5
6,3,1,22,11,65,0.1,5
7,3,1,8,8,64,0.1,5
8,3,1,25,13,65,0.1,6
9,3,1,26,11,69,0.1,6
10,3,1,25,13,68,0.1,8
11,3,2,37,13,66,0.1,11
12,3,2,33,13,65,0.1,12
13,3,1,84,12,73,0.1,5
14,3,1,48,12,77,0.1,4
15,3,1,23,11,76,0.1,5
16,3,2,6,13,58,0.1,10
17,3,2,15,11,56,0.1,10
18,3,1,15,11,51,0.1,13
19,3,1,48,14,60,0.1,11
20,3,1,74,17,65,0.1,9
21,3,1,45,13,63,0.2,6
22,3,1,14,11,48,0.1,18
23,3,1,6,16,51,0.1,19
24,3,1,9,13,66,0.1,7
1,3,1,13,13,68,0.1,9
2,3,1,14,15,72,0.1,7
3,3,1,32,18,65,0.1,17
4,3,1,10,15,67,0.1,16
5,3,1,7,15,54,0.1,25
6,3,2,18,20,28,0.1,61
7,3,4,73,16,39,0.1,48
8,3,3,27,18,64,0.1,32
9,3,2,41,18,87,0.1,22
10,3,2,110,23,80,0.1,17
11,3,2,67,14,76,0.1,15
12,3,4,20,17,71,0.1,25
13,3,3,37,13,71,0.1,21
14,3,2,65,19,68,0.1,18
15,3,2,93,16,65,0.1,14
16,3,1,90,20,69,0.1,10
17,3,2,36,15,60,0.1,20
18,3,1,47,21,58,0.1,20
19,3,1,26,17,38,0.1,43
20,3,1,22,18,32,0.1,50
21,3,1,18,20,44,0.1,39
22,3,1,34,16,51,0.1,28
23,3,1,4,13,54,0.1,27
24,3,1,14,20,46,0.1,32
1,3,1,75,20,54,0.1,23
2,4,1,10,10,55,0.1,32
3,4,1,4,13,73,0.1,16
4,3,1,193,32,73,0.1,7
5,3,1,109,11,66,0.1,6
6,3,1,5,11,68,0.1,13
7,3,2,75,31,45,0.1,23
8,3,9,213,32,32,0.1,43
9,3,9,117,24,38,0.1,36
10,3,5,67,22,54,0.1,22
11,3,3,70,24,62,0.1,17
12,3,2,68,22,64,0.1,15
13,3,2,100,20,60,0.1,13
14,3,2,83,19,56,0.1,13
15,3,2,58,20,56,0.1,12
16,3,2,78,21,56,0.1,11
17,3,3,49,21,46,0.1,17
18,3,2,34,21,42,0.1,19
19,3,1,13,15,50,0.1,13
20,3,1,30,26,50,0.1,17
21,3,1,62,23,30,0.1,33
22,3,1,40,22,31,0.1,35
23,3,1,25,20,32,0.1,34
24,3,1,49,20,48,0.1,14
1,3,1,51,13,53,0.1,9
2,3,1,4,15,66,0.1,7
3,3,1,4,13,76,0.1,5
4,3,1,27,20,73,0.1,7
5,3,1,7,13,73,0.1,14
6,3,1,6,18,78,0.1,15
7,3,1,10,8,79,0.1,15
8,3,1,31,15,82,0.1,12
9,3,1,135,22,82,0.1,14
10,3,1,161,25,79,0.1,14
11,3,2,98,12,69,0.1,15
12,3,2,38,15,71,0.1,17
13,3,1,15,10,82,0.1,16
14,3,2,79,24,75,0.1,16
15,3,2,54,14,71,0.1,15
16,3,2,38,14,72,0.1,16
17,3,2,33,13,68,0.1,13
18,3,2,107,16,46,0.1,18
19,3,1,38,15,43,0.1,21
20,3,1,33,11,40,0.1,20
21,3,1,4,8,60,0.1,10
22,3,1,43,15,58,0.1,8
23,3,1,42,11,57,0.1,6
24,3,1,18,11,55,0.1,8
1,3,1,35,10,55,0.1,9
2,3,1,6,8,60,0.1,4
3,3,1,15,9,57,0.1,5
4,3,1,26,12,56,0.1,7
5,3,1,51,13,57,0.1,10
6,3,1,81,15,62,0.1,8
7,3,1,117,16,64,0.1,7
8,3,1,143,19,66,0.1,6
9,3,1,311,27,65,0.1,6
10,3,1,382,29,64,0.1,6
11,3,1,274,20,61,0.1,8
12,3,2,194,18,56,0.1,11
13,3,3,119,13,54,0.1,12
14,3,1,75,13,57,0.1,8
15,3,2,94,15,57,0.1,9
16,3,1,100,18,54,0.1,9
17,3,1,103,15,54,0.1,7
18,3,1,107,14,48,0.1,6
19,3,1,80,13,47,0.1,6
20,3,1,42,13,47,0.1,7
21,3,1,49,13,51,0.1,5
22,3,1,42,15,52,0.1,4
23,3,1,44,12,46,0.1,4
24,3,1,33,11,45,0.1,4
1,3,1,34,11,44,0.1,4
2,3,1,12,8,46,0.1,4
3,3,1,13,11,46,0.1,4
4,3,1,20,9,45,0.1,5
5,3,1,7,8,46,0.1,6
6,3,1,14,11,48,0.1,8
7,3,3,31,13,47,0.1,11
8,3,1,26,13,50,0.1,7
9,3,2,110,9,45,0.1,9
10,3,5,124,13,39,0.1,12
11,3,2,122,11,41,0.1,9
12,3,1,157,14,44,0.1,7
13,3,2,123,10,42,0.1,8
14,3,3,76,10,41,0.1,9
15,3,3,64,11,42,0.1,11
16,3,2,50,10,43,0.1,9
17,3,1,27,9,44,0.1,7
18,3,1,22,9,43,0.1,7
19,3,1,27,8,37,0.1,11
20,3,1,18,9,44,0.1,6
21,3,1,18,8,44,0.1,7
22,3,1,13,8,46,0.1,6
23,3,1,17,8,48,0.1,5
24,3,1,20,10,48,0.1,4
1,3,1,10,7,48,0.1,4
2,3,1,15,8,42,0.1,4
3,3,1,14,7,36,0.1,6
4,3,1,9,4,37,0.1,4
5,3,1,14,13,36,0.1,8
6,3,1,28,8,35,0.1,10
7,3,1,10,6,40,0.1,6
8,3,1,16,11,40,0.1,6
9,3,1,34,5,42,0.1,6
10,3,1,38,15,45,0.1,8
11,3,1,53,14,47,0.1,5
12,3,2,36,8,43,0.1,10
13,3,1,30,9,47,0.1,7
14,3,1,28,15,53,0.1,7
15,3,1,31,11,57,0.1,7
16,3,1,30,8,50,0.1,7
17,3,1,26,4,39,0.1,7
18,3,1,43,24,52,0.1,8
19,3,1,38,7,45,0.1,8
