Hora,SO2 ,NO ,PM1.0 ,PM2.5 ,O3 ,CO,NO2 
21,3,1,13,9,55,0.1,9
22,3,1,10,6,44,0.1,13
23,3,1,12,6,44,0.1,16
24,3,1,13,5,63,0.1,4
1,3,1,9,5,57,0.1,5
2,3,1,8,5,57,0.1,5
3,3,1,7,4,58,0.1,5
4,3,1,6,4,65,0.1,4
5,3,1,4,4,64,0.1,5
6,3,1,6,6,59,0.1,10
7,3,1,9,8,53,0.1,14
8,3,2,12,7,57,0.1,16
9,3,1,12,6,75,0.1,6
10,3,1,11,6,79,0.1,6
11,3,1,7,5,78,0.1,5
12,3,1,13,6,80,0.1,5
13,3,1,13,5,79,0.1,5
14,3,1,13,5,79,0.1,5
15,3,1,10,6,77,0.1,6
16,3,1,13,5,79,0.1,4
17,3,1,12,7,78,0.1,5
18,4,1,10,5,74,0.1,6
19,3,1,5,6,74,0.1,8
20,3,1,10,9,78,0.1,8
21,3,1,11,5,80,0.1,6
22,3,1,14,6,83,0.1,5
23,3,1,7,6,77,0.1,7
24,3,1,8,8,52,0.1,17
1,3,1,6,6,57,0.1,11
2,3,1,6,5,57,0.1,9
3,3,1,6,6,57,0.1,9
4,3,1,5,6,82,0.1,4
5,3,1,6,5,73,0.1,6
6,3,1,5,5,54,0.1,13
7,3,1,7,6,59,0.1,14
8,3,2,7,6,64,0.1,14
9,3,1,8,6,77,0.1,6
10,3,1,9,6,80,0.1,5
11,3,1,10,6,84,0.1,5
12,3,1,13,6,83,0.1,5
13,3,1,10,8,82,0.1,5
14,3,1,9,6,81,0.1,7
15,3,1,10,8,83,0.1,6
16,3,1,5,6,82,0.1,6
17,3,1,4,6,79,0.1,8
18,3,1,5,6,78,0.1,9
19,3,1,4,6,78,0.1,9
20,3,1,7,7,58,0.1,15
21,3,1,8,8,46,0.1,20
22,3,1,6,6,55,0.1,11
23,3,1,6,6,47,0.1,14
24,3,1,5,6,55,0.1,10
1,3,1,4,5,63,0.1,6
2,3,1,6,5,58,0.1,6
3,3,1,5,5,58,0.1,6
4,3,1,5,6,60,0.1,7
5,3,1,6,6,53,0.1,11
6,3,1,6,6,55,0.1,14
7,3,1,6,8,54,0.1,20
8,3,4,9,8,52,0.1,22
9,3,3,13,6,70,0.1,13
10,3,3,10,6,73,0.1,13
11,3,2,14,7,79,0.1,12
12,3,1,13,5,86,0.1,8
13,3,1,12,6,87,0.1,7
14,3,1,12,5,83,0.1,6
15,3,1,11,6,74,0.1,8
16,3,1,8,8,72,0.1,9
17,3,1,10,8,66,0.1,15
18,3,1,9,6,71,0.1,9
19,3,1,10,9,71,0.1,10
20,3,1,7,8,79,0.1,7
21,3,1,7,6,79,0.1,8
22,3,1,8,7,80,0.1,7
23,3,1,10,6,81,0.1,7
24,3,1,9,6,83,0.1,5
1,3,1,7,6,85,0.1,5
2,3,1,10,6,90,0.1,3
3,3,1,9,6,91,0.1,3
4,3,1,10,6,91,0.1,3
5,3,1,11,6,85,0.1,6
6,3,1,14,7,81,0.1,11
7,3,1,11,6,77,0.1,15
8,3,3,16,11,63,0.1,29
9,3,1,18,7,85,0.1,11
10,3,1,14,6,91,0.1,4
11,3,1,11,6,91,0.1,4
12,3,1,10,6,91,0.1,3
13,3,1,13,6,93,0.1,3
14,3,1,8,5,96,0.1,4
15,3,1,12,6,97,0.1,3
16,3,1,12,6,97,0.1,4
17,3,1,11,6,97,0.1,4
18,3,1,12,7,95,0.1,6
19,3,1,12,7,96,0.1,5
20,3,1,10,6,100,0.1,4
21,3,1,9,6,99,0.1,5
22,3,1,9,6,102,0.1,5
23,3,1,10,6,103,0.1,5
24,3,1,6,6,106,0.1,4
1,3,1,8,7,105,0.1,5
2,3,1,10,4,106,0.1,5
3,3,1,6,6,109,0.1,5
4,3,1,14,8,117,0.1,4
5,3,1,10,4,117,0.1,5
6,3,1,12,8,110,0.1,11
7,3,1,18,9,106,0.1,15
8,3,1,16,8,113,0.1,11
9,3,1,15,8,123,0.1,5
10,3,1,16,8,124,0.1,4
11,3,1,19,8,124,0.1,4
12,3,1,26,8,125,0.1,4
13,3,1,26,8,123,0.1,6
14,3,1,27,9,122,0.1,7
15,3,1,33,11,122,0.1,7
16,3,1,29,11,121,0.1,8
17,3,1,24,11,124,0.1,7
18,3,1,23,11,122,0.1,10
19,3,1,23,12,122,0.1,10
20,3,1,25,12,127,0.1,8
21,3,1,23,11,131,0.1,8
22,3,1,22,12,133,0.1,8
23,3,1,22,12,135,0.1,7
24,3,1,22,10,N,0.1,6
1,3,1,18,8,N,0.1,4
2,3,1,16,7,N,0.1,4
3,3,1,16,9,N,0.1,5
4,3,1,17,8,N,0.1,6
5,3,1,18,9,N,0.1,8
6,3,1,19,8,N,0.1,12
7,3,1,25,10,N,0.1,13
8,3,2,26,8,68,0.1,15
9,3,2,24,10,76,0.1,11
10,3,1,26,8,82,0.1,5
11,3,1,22,8,82,0.1,4
12,3,1,25,11,80,0.1,4
13,3,1,22,8,79,0.1,4
14,3,1,24,8,79,0.1,5
15,3,1,22,7,78,0.1,6
16,3,1,21,8,78,0.1,5
17,3,1,19,8,76,0.1,5
18,3,1,17,11,75,0.1,9
19,3,1,16,8,70,0.1,11
20,3,1,16,7,65,0.1,12
21,3,1,13,8,67,0.1,8
22,3,1,8,6,65,0.1,10
23,3,1,7,6,67,0.1,8
24,3,1,9,6,65,0.1,8
1,3,1,7,6,67,0.1,5
2,3,1,10,5,63,0.1,8
3,3,1,6,6,66,0.1,5
4,3,1,7,6,64,0.1,5
5,3,1,8,5,61,0.1,8
6,3,1,7,7,63,0.1,7
7,3,1,14,7,54,0.1,16
8,3,1,10,6,65,0.1,12
9,3,2,15,6,66,0.1,9
10,3,1,14,8,66,0.1,7
11,3,2,18,11,64,0.1,10
12,3,1,21,6,70,0.1,6
13,3,1,22,7,68,0.1,5
14,3,2,26,8,66,0.1,7
15,3,2,34,6,65,0.1,8
16,3,2,38,8,66,0.1,10
17,3,1,23,9,63,0.1,9
18,3,1,18,10,62,0.1,10
19,3,1,16,10,59,0.1,13
20,3,1,15,8,63,0.1,9
21,3,1,10,8,64,0.1,8
22,3,1,10,7,64,0.1,7
23,3,1,12,7,64,0.1,7
24,3,1,9,5,65,0.1,7
1,3,1,11,8,65,0.1,7
2,3,1,12,6,67,0.1,4
3,3,1,10,5,66,0.1,5
4,3,1,10,6,64,0.1,7
5,3,1,10,6,64,0.1,8
6,3,1,10,7,64,0.1,9
7,3,1,12,9,66,0.1,9
8,3,1,13,8,72,0.1,7
9,3,1,15,9,77,0.1,6
10,3,1,20,8,79,0.1,4
11,3,1,20,8,82,0.1,3
12,3,1,22,6,81,0.1,5
13,3,1,22,8,80,0.1,4
14,3,1,20,8,80,0.1,4
15,3,1,16,8,78,0.1,5
16,3,1,15,8,77,0.1,5
17,3,1,14,6,76,0.1,6
18,3,1,15,8,71,0.1,9
19,3,1,16,8,67,0.1,11
20,3,1,14,8,68,0.1,10
21,3,1,14,7,67,0.1,10
22,3,1,12,8,69,0.1,9
23,3,1,12,7,67,0.1,11
24,3,1,12,8,66,0.1,11
1,3,1,11,8,70,0.1,9
2,3,1,11,8,74,0.1,7
3,3,1,10,5,77,0.1,5
4,3,1,10,6,79,0.1,4
5,3,1,11,7,78,0.1,4
6,3,1,14,8,74,0.1,6
7,3,1,13,8,72,0.1,7
8,3,1,13,10,70,0.1,8
9,3,1,14,8,70,0.1,7
10,3,1,14,9,73,0.1,8
11,3,1,15,8,76,0.1,4
12,3,1,17,8,77,0.1,4
13,3,1,15,8,77,0.1,4
14,3,1,13,6,74,0.1,4
15,3,1,11,6,71,0.1,5
16,3,1,9,7,67,0.1,7
17,3,1,14,11,58,0.1,14
18,3,1,12,8,52,0.1,19
19,3,1,9,7,60,0.1,11
20,3,1,10,9,54,0.1,14
21,3,1,14,8,53,0.1,14
22,3,1,10,7,51,0.1,14
23,3,1,6,6,58,0.1,7
24,3,1,6,6,57,0.1,6
1,3,1,6,6,53,0.1,6
2,3,1,6,6,55,0.1,6
3,3,1,6,5,49,0.1,7
4,3,1,4,5,55,0.1,6
5,3,1,6,8,49,0.1,13
6,3,1,10,7,39,0.1,19
7,3,1,14,10,30,0.1,30
8,3,1,20,9,45,0.1,16
9,3,2,10,8,51,0.1,13
10,3,1,9,6,65,0.1,6
11,3,1,11,7,66,0.1,5
12,3,1,13,7,69,0.1,5
13,3,1,9,6,70,0.1,4
14,3,1,8,8,75,0.1,4
15,3,1,14,8,73,0.1,4
16,3,1,11,7,73,0.1,5
17,3,1,11,9,67,0.1,10
18,3,1,15,9,71,0.1,9
19,3,1,14,12,63,0.1,16
20,3,1,15,11,59,0.1,18
21,3,1,13,9,64,0.1,15
22,3,1,5,6,62,0.1,10
23,3,1,5,7,62,0.1,8
24,3,1,15,8,66,0.1,10
1,3,1,13,6,70,0.1,6
2,3,1,14,8,67,0.1,6
3,3,1,16,9,70,0.1,5
4,3,1,23,11,71,0.1,5
5,3,1,25,11,65,0.1,8
6,3,1,26,11,54,0.1,18
7,3,1,36,13,59,0.1,20
8,3,1,19,8,67,0.1,16
9,3,1,22,10,77,0.1,9
10,3,1,27,11,79,0.1,8
11,3,1,25,9,78,0.1,7
12,3,1,22,9,78,0.1,7
13,3,1,22,9,78,0.1,7
14,3,1,22,7,79,0.1,7
15,3,1,21,11,80,0.1,7
16,3,1,21,10,80,0.1,8
17,3,1,27,11,75,0.1,12
18,3,1,26,11,73,0.1,15
19,3,1,25,13,74,0.1,14
20,3,1,21,9,78,0.1,10
21,3,1,18,13,79,0.1,8
22,3,1,14,6,73,0.1,7
23,3,1,18,12,71,0.1,5
24,3,1,26,11,73,0.1,5
1,3,1,25,13,75,0.1,5
2,3,1,24,11,75,0.1,5
3,3,1,22,11,75,0.1,5
4,3,1,25,13,78,0.1,6
5,3,1,28,13,75,0.1,9
6,3,1,38,12,71,0.1,14
7,3,1,51,15,68,0.1,18
8,3,1,43,15,70,0.1,17
9,3,2,45,15,78,0.1,11
10,3,2,38,12,78,0.1,11
11,3,3,37,15,75,0.1,15
12,4,2,32,8,75,0.1,12
13,4,1,35,15,79,0.1,9
14,4,1,37,12,80,0.1,8
15,3,2,46,18,77,0.1,10
16,3,1,40,13,80,0.1,9
17,3,1,34,15,73,0.1,18
18,3,1,34,15,65,0.1,27
19,3,1,29,15,74,0.1,16
20,3,1,29,15,69,0.1,18
21,3,1,32,18,70,0.1,15
22,3,1,35,17,65,0.1,17
23,3,1,33,15,65,0.1,15
24,3,1,34,15,72,0.1,8
1,3,1,36,15,71,0.1,6
2,3,1,42,16,69,0.1,6
3,3,1,50,21,70,0.1,5
4,3,1,45,15,69,0.1,8
5,3,1,33,15,65,0.1,10
6,3,1,47,18,44,0.1,28
7,4,2,42,17,42,0.1,30
8,4,5,49,21,38,0.1,37
9,4,3,46,19,59,0.1,18
10,3,2,41,16,64,0.1,11
11,3,1,43,15,83,0.1,6
12,3,1,43,12,83,0.1,4
13,3,1,45,16,85,0.1,4
14,3,1,48,15,87,0.1,4
15,3,1,48,17,88,0.1,4
16,3,1,46,17,83,0.1,6
17,3,1,60,21,75,0.1,17
18,3,1,49,15,63,0.1,25
19,4,14,38,16,14,0.1,63
20,6,13,38,18,6,0.1,71
21,4,1,37,15,39,0.1,39
22,4,1,33,12,55,0.1,25
23,3,1,30,11,58,0.1,23
24,3,1,30,12,39,0.1,35
1,3,1,32,13,57,0.1,22
2,3,1,28,10,70,0.1,13
3,3,1,26,11,69,0.1,13
4,3,1,32,13,76,0.1,10
5,3,1,36,17,70,0.1,13
6,3,1,34,11,54,0.1,26
7,4,10,37,16,25,0.1,53
8,3,3,41,14,54,0.1,29
9,4,10,38,13,44,0.1,36
10,5,7,36,18,58,0.1,25
11,4,2,46,19,77,0.1,12
12,3,1,39,11,81,0.1,9
13,3,1,34,15,83,0.1,9
14,4,2,26,15,79,0.1,10
15,3,2,52,15,75,0.1,14
16,3,2,39,13,77,0.1,17
17,3,1,32,13,82,0.1,13
18,3,1,28,11,81,0.1,10
19,3,1,24,11,50,0.1,34
20,3,1,20,11,68,0.1,19
21,3,1,26,13,64,0.1,19
22,4,1,34,15,45,0.1,33
23,3,1,30,12,65,0.1,16
24,3,1,25,10,72,0.1,10
1,3,1,24,11,70,0.1,10
2,3,1,22,10,67,0.1,10
3,3,1,23,11,69,0.1,9
4,3,1,22,9,77,0.1,7
5,3,1,18,11,67,0.1,15
6,3,1,23,11,66,0.1,13
7,3,1,22,11,71,0.1,12
8,3,1,22,9,77,0.1,11
9,3,1,22,12,82,0.1,9
10,3,1,22,13,92,0.1,5
11,3,1,20,10,93,0.1,5
12,3,1,19,8,95,0.1,4
13,3,1,18,9,96,0.1,4
14,3,1,15,9,97,0.1,5
15,3,1,13,9,96,0.1,4
16,3,1,15,8,101,0.1,4
17,3,1,15,9,90,0.1,4
18,3,1,15,9,84,0.1,8
19,3,1,13,11,81,0.1,10
20,3,1,13,10,67,0.1,17
21,3,1,14,11,61,0.1,18
22,3,1,14,9,68,0.1,13
23,3,1,14,10,71,0.1,10
24,3,1,14,7,67,0.1,10
1,3,1,11,6,68,0.1,8
2,3,1,9,5,72,0.1,6
3,3,1,8,6,73,0.1,4
4,3,1,9,8,68,0.1,5
5,3,1,9,7,61,0.1,9
6,3,1,8,7,50,0.1,17
7,3,2,8,10,26,0.1,29
8,3,1,11,9,50,0.1,13
9,3,2,15,9,59,0.1,13
10,3,1,9,6,70,0.1,9
11,3,1,8,7,77,0.1,4
12,3,1,7,4,78,0.1,3
13,3,1,4,4,78,0.1,4
14,3,1,6,6,78,0.1,3
15,3,1,7,6,78,0.1,3
16,3,1,8,6,76,0.1,4
17,3,1,6,5,75,0.1,4
18,3,1,5,4,72,0.1,6
19,3,1,6,7,65,0.1,10
20,3,1,6,6,70,0.1,7
21,3,1,6,7,69,0.1,5
22,3,1,6,6,66,0.1,6
23,3,1,6,6,64,0.1,6
24,3,1,6,5,53,0.1,10
1,3,1,6,6,45,0.1,14
2,3,1,6,5,51,0.1,8
3,3,1,5,7,61,0.1,5
4,3,1,5,4,64,0.1,5
5,3,1,4,6,51,0.1,9
6,3,3,6,8,17,0.1,33
7,3,3,12,10,21,0.1,32
8,3,4,15,9,25,0.1,28
9,3,2,16,10,45,0.1,16
10,3,3,16,8,45,0.1,20
11,3,1,16,6,63,0.1,10
12,4,3,17,6,59,0.1,15
13,4,2,11,6,67,0.1,11
14,4,2,10,6,71,0.1,10
15,4,1,14,8,73,0.1,10
16,4,1,15,8,70,0.1,11
17,4,1,14,8,69,0.1,12
18,4,1,13,7,73,0.1,11
19,3,1,12,8,74,0.1,10
20,3,1,11,7,67,0.1,10
21,3,1,11,9,59,0.1,14
22,3,1,10,8,48,0.1,20
23,3,1,8,8,28,0.1,21
24,3,1,10,8,32,0.1,17
1,3,1,10,8,32,0.1,13
2,3,1,9,8,36,0.1,9
3,3,1,11,9,38,0.1,8
4,3,1,11,7,48,0.1,7
5,3,1,10,9,38,0.1,11
6,3,2,12,9,22,0.1,24
7,3,8,18,11,13,0.1,36
8,3,9,22,11,20,0.1,34
9,3,3,22,11,44,0.1,15
10,4,4,30,13,55,0.1,15
11,3,1,23,5,70,0.1,10
12,4,1,6,5,73,0.1,8
13,3,1,10,8,80,0.1,8
14,3,1,12,6,86,0.1,7
15,4,2,10,6,73,0.1,15
16,4,1,11,6,78,0.1,9
17,3,1,10,6,71,0.1,11
18,3,1,11,5,74,0.1,10
19,3,1,11,6,80,0.1,8
20,3,1,10,8,85,0.1,5
21,3,1,10,7,84,0.1,6
22,3,1,10,8,82,0.1,6
23,3,1,6,6,82,0.1,5
24,3,1,10,6,82,0.1,4
1,3,1,7,6,82,0.1,3
2,3,1,7,4,81,0.1,3
3,3,1,11,7,82,0.1,3
4,3,1,5,4,78,0.1,4
5,3,1,4,6,80,0.1,5
6,3,1,9,6,70,0.1,11
7,3,1,11,7,56,0.1,21
8,3,3,15,7,56,0.1,25
9,3,1,14,6,82,0.1,6
10,3,1,15,6,84,0.1,6
11,3,1,13,7,85,0.1,7
12,3,1,13,4,90,0.1,6
13,3,1,13,6,87,0.1,6
14,3,1,15,6,95,0.1,6
15,3,1,15,6,93,0.1,6
16,3,1,16,6,79,0.1,5
17,3,1,18,6,77,0.1,6
18,3,1,22,8,76,0.1,7
19,3,1,26,8,75,0.1,7
20,3,1,32,7,74,0.1,7
21,3,1,22,6,78,0.1,5
22,3,1,11,6,79,0.1,5
23,3,1,13,6,82,0.1,4
24,3,1,7,6,83,0.1,4
1,3,1,10,5,84,0.1,3
2,3,1,7,5,82,0.1,3
3,3,1,8,7,83,0.1,3
4,3,1,8,4,84,0.1,3
5,3,1,5,5,84,0.1,3
6,3,1,10,5,64,0.1,11
7,3,1,13,8,46,0.1,24
8,3,2,18,6,53,0.1,21
9,3,1,16,8,77,0.1,8
10,3,1,14,6,79,0.1,7
11,3,1,14,6,79,0.1,9
12,4,2,16,6,75,0.1,12
13,3,1,15,5,79,0.1,10
14,3,1,13,6,82,0.1,8
15,3,1,14,6,82,0.1,8
16,3,1,13,6,81,0.1,7
17,3,1,14,6,79,0.1,8
18,3,1,17,7,72,0.1,10
19,3,1,18,7,62,0.1,15
20,3,1,26,9,43,0.1,29
21,3,1,23,7,43,0.1,27
22,3,1,14,6,52,0.1,17
23,3,1,11,5,42,0.1,24
24,4,1,10,5,34,0.1,25
1,4,1,10,6,28,0.1,28
2,3,1,8,6,33,0.1,19
3,3,1,8,6,43,0.1,12
4,3,1,8,5,47,0.1,12
5,3,1,8,6,45,0.1,17
6,3,4,10,10,20,0.1,37
7,3,9,21,11,14,0.1,53
8,3,2,23,7,56,0.1,24
9,3,1,16,6,81,0.1,8
10,3,1,10,4,85,0.1,5
11,3,1,27,6,86,0.1,4
12,3,1,20,4,84,0.1,5
13,3,1,16,7,83,0.1,5
14,3,1,16,7,84,0.1,4
15,3,1,18,7,87,0.1,4
16,3,1,19,6,85,0.1,5
17,3,1,20,6,84,0.1,5
18,3,1,14,6,83,0.1,5
19,3,1,12,7,84,0.1,5
20,3,1,14,6,82,0.1,4
21,3,1,16,8,77,0.1,6
22,3,1,11,8,73,0.1,6
23,3,1,10,6,70,0.1,6
24,3,1,4,4,51,0.1,14
1,3,1,4,6,44,0.1,15
2,3,1,6,6,52,0.1,16
3,3,1,8,7,51,0.1,12
4,3,1,7,8,38,0.1,17
5,3,1,10,7,49,0.1,16
6,3,1,10,8,45,0.1,19
7,3,1,8,6,42,0.1,25
8,3,2,10,7,60,0.1,17
9,3,1,14,9,75,0.1,8
10,3,1,16,8,82,0.1,6
11,3,2,15,8,73,0.1,12
12,4,2,10,6,70,0.1,13
13,3,1,7,6,80,0.1,7
14,3,1,5,4,83,0.1,5
15,3,1,5,6,88,0.1,7
16,3,1,12,8,90,0.1,7
17,3,1,10,7,89,0.1,6
18,3,1,12,8,87,0.1,7
19,3,1,12,8,79,0.1,10
20,3,1,10,8,65,0.1,15
21,3,1,9,7,54,0.1,18
22,3,1,7,6,65,0.1,11
23,3,1,5,6,67,0.1,8
24,3,1,5,5,61,0.1,9
1,3,1,8,8,62,0.1,10
2,3,1,7,5,66,0.1,6
3,3,1,8,8,65,0.1,6
4,3,1,7,5,59,0.1,8
5,3,1,5,4,68,0.1,6
6,3,1,4,6,60,0.1,9
7,3,1,9,8,58,0.1,11
8,3,1,14,8,60,0.1,12
9,3,1,14,8,80,0.1,7
10,3,1,14,6,88,0.1,5
11,3,1,14,6,90,0.1,5
12,3,1,13,5,92,0.1,5
13,3,1,13,6,92,0.1,5
14,3,1,11,6,95,0.1,5
15,3,1,10,7,97,0.1,5
16,3,1,14,8,94,0.1,6
17,3,1,8,6,93,0.1,6
18,3,1,11,7,92,0.1,5
19,3,1,12,6,88,0.1,7
20,3,1,11,7,82,0.1,9
21,3,1,10,8,71,0.1,12
22,3,1,10,6,63,0.1,14
23,3,1,10,7,69,0.1,10
24,3,1,6,5,64,0.1,9
1,3,1,9,6,63,0.1,7
2,3,1,6,5,59,0.1,7
3,3,1,6,5,64,0.1,5
4,3,1,4,4,64,0.1,5
5,3,1,4,5,61,0.1,8
6,3,1,4,4,54,0.1,13
7,3,3,9,9,30,0.1,32
8,3,3,18,7,41,0.1,25
9,3,3,21,7,61,0.1,14
10,3,1,14,7,76,0.1,7
11,3,3,24,8,69,0.1,13
12,3,1,20,4,82,0.1,5
13,3,1,14,6,81,0.1,4
14,3,1,10,5,80,0.1,5
15,3,1,13,6,82,0.1,4
16,3,1,14,6,82,0.1,5
17,3,1,16,6,79,0.1,6
18,3,1,11,5,78,0.1,5
19,3,1,7,6,73,0.1,7
20,3,1,19,8,65,0.1,11
21,3,1,34,11,44,0.1,25
22,3,1,15,7,57,0.1,14
23,3,1,10,7,51,0.1,15
24,3,1,7,6,52,0.1,13
1,3,1,6,7,48,0.1,11
2,3,1,5,6,41,0.1,13
3,3,1,5,6,47,0.1,12
4,3,1,7,6,43,0.1,13
5,3,1,10,7,40,0.1,15
6,3,1,9,5,40,0.1,19
7,3,4,12,8,19,0.1,37
8,4,14,28,10,7,0.1,49
9,3,6,43,16,46,0.1,30
10,3,2,20,6,66,0.1,12
11,3,1,5,6,80,0.1,6
12,3,1,6,5,80,0.1,6
13,3,2,5,6,80,0.1,8
14,3,1,6,4,81,0.1,6
15,3,1,4,6,79,0.1,6
16,3,1,11,8,75,0.1,7
17,3,1,13,6,77,0.1,6
18,3,1,7,6,62,0.1,15
19,3,1,8,7,76,0.1,7
20,3,1,6,6,64,0.1,12
21,3,1,8,7,62,0.1,12
22,3,1,6,6,64,0.1,10
23,3,1,7,6,69,0.1,7
24,3,1,6,5,73,0.1,5
1,3,1,4,6,71,0.1,5
2,3,1,4,6,67,0.1,5
3,3,1,9,8,71,0.1,5
4,3,1,8,5,68,0.1,4
5,3,1,6,6,68,0.1,6
6,3,1,5,6,58,0.1,14
7,3,1,6,7,60,0.1,14
8,3,2,10,7,58,0.1,16
9,3,3,10,8,65,0.1,12
10,3,1,11,7,74,0.1,6
11,3,2,13,8,76,0.1,7
12,3,1,10,6,77,0.1,7
13,3,1,7,6,75,0.1,7
14,3,2,6,5,74,0.1,7
15,3,1,9,8,74,0.1,6
16,3,1,9,6,75,0.1,5
17,3,1,7,6,72,0.1,5
18,3,1,6,6,71,0.1,6
19,3,1,8,8,67,0.1,7
20,3,1,7,8,40,0.1,23
21,3,2,7,11,26,0.1,30
22,3,2,10,8,19,0.1,32
23,3,1,8,7,30,0.1,23
24,3,1,6,6,34,0.1,18
1,3,1,6,6,41,0.1,13
2,3,1,4,4,50,0.1,8
3,3,1,4,6,55,0.1,7
4,3,1,5,6,52,0.1,8
5,3,1,6,6,40,0.1,14
6,3,1,8,6,42,0.1,18
7,3,2,8,6,36,0.1,26
8,3,4,9,6,36,0.1,27
9,3,2,18,9,61,0.1,11
10,3,1,17,8,68,0.1,7
11,3,3,15,8,68,0.1,11
12,3,2,10,5,73,0.1,8
13,3,1,7,6,82,0.1,6
14,3,1,6,4,78,0.1,5
15,3,1,4,7,76,0.1,6
16,3,2,10,8,81,0.1,6
17,3,1,13,8,82,0.1,4
18,3,1,11,8,81,0.1,5
19,3,1,10,9,70,0.1,9
20,3,2,11,9,51,0.1,18
21,3,2,22,13,21,0.1,38
22,3,1,21,12,48,0.1,26
23,3,1,16,9,64,0.1,10
24,3,1,10,8,41,0.1,21
1,3,1,16,10,61,0.1,11
2,3,1,12,6,63,0.1,9
3,3,1,11,8,72,0.1,5
4,3,1,5,6,68,0.1,6
5,3,1,6,7,68,0.1,5
6,3,1,8,6,65,0.1,6
7,3,1,13,8,69,0.1,7
8,3,1,13,9,66,0.1,10
9,3,1,21,11,76,0.1,6
10,3,1,14,8,78,0.1,5
11,3,1,13,8,76,0.1,5
12,3,1,14,7,71,0.1,5
13,3,1,14,8,70,0.1,5
14,3,1,14,6,66,0.1,4
15,3,1,14,8,64,0.1,4
16,3,1,15,8,60,0.1,4
17,3,1,13,8,55,0.1,5
18,3,1,16,8,56,0.1,6
19,3,1,15,11,56,0.1,6
20,3,1,16,9,56,0.1,5
21,3,1,16,9,55,0.1,4
22,3,1,14,8,55,0.1,3
23,3,1,14,8,55,0.1,3
24,3,1,14,8,56,0.1,3
1,3,1,13,8,57,0.1,3
2,3,1,12,6,57,0.1,3
3,3,1,12,8,59,0.1,3
4,3,1,14,8,61,0.1,3
5,3,1,14,8,64,0.1,3
6,3,1,14,8,70,0.1,4
7,3,1,18,11,71,0.1,4
8,3,1,19,10,74,0.1,4
9,3,1,21,11,74,0.1,4
10,3,1,16,8,79,0.1,5
11,3,1,9,8,81,0.1,5
12,3,1,6,5,82,0.1,5
13,3,1,4,6,84,0.1,5
14,4,1,14,11,84,0.1,5
15,3,1,19,8,83,0.1,4
16,4,1,14,8,84,0.1,4
17,3,1,18,8,81,0.1,6
18,3,1,17,8,82,0.1,7
19,3,1,17,10,81,0.1,7
20,3,1,23,10,83,0.1,6
21,3,1,24,10,81,0.1,6
22,3,1,19,8,69,0.1,10
23,3,1,24,7,83,0.1,6
24,3,1,18,6,79,0.1,7
1,3,1,16,7,85,0.1,5
2,3,1,18,6,81,0.1,5
3,3,1,14,8,50,0.1,14
4,3,1,15,8,44,0.1,15
5,3,1,14,8,36,0.1,15
6,3,1,16,9,37,0.1,17
7,3,1,14,9,36,0.1,18
8,3,1,16,10,46,0.1,17
9,3,1,14,9,67,0.1,12
10,3,3,12,7,75,0.1,15
11,4,2,13,6,90,0.1,9
12,3,3,14,7,86,0.1,13
13,3,1,19,6,93,0.1,8
14,3,1,22,7,98,0.1,5
15,3,1,26,8,92,0.1,8
16,3,1,22,10,93,0.1,7
17,3,1,21,8,91,0.1,7
18,3,1,22,8,87,0.1,6
19,3,1,21,8,84,0.1,7
20,3,1,18,8,80,0.1,8
21,3,1,17,11,62,0.1,15
22,3,1,17,7,43,0.1,23
23,3,1,12,7,44,0.1,16
24,3,1,12,7,41,0.1,15
1,3,1,10,7,41,0.1,14
2,3,1,12,10,52,0.1,9
3,3,1,10,7,57,0.1,7
4,3,1,9,6,53,0.1,8
5,3,1,10,7,38,0.1,15
6,3,2,14,8,26,0.1,27
7,3,8,16,11,12,0.1,40
8,4,17,22,11,15,0.1,42
9,3,3,30,12,63,0.1,19
10,3,1,27,8,80,0.1,8
11,3,2,19,8,80,0.1,8
12,3,2,15,8,80,0.1,8
13,3,1,14,8,92,0.1,6
14,3,2,14,7,88,0.1,9
15,3,1,17,10,88,0.1,11
16,3,1,18,10,75,0.1,18
17,3,1,22,12,85,0.1,14
18,3,1,17,9,72,0.1,16
19,3,1,10,8,59,0.1,18
20,3,1,10,8,64,0.1,12
21,3,1,13,9,66,0.1,10
22,3,1,14,7,64,0.1,10
23,3,1,10,7,60,0.1,12
24,3,1,9,7,61,0.1,12
1,3,1,10,7,65,0.1,9
2,3,1,4,6,59,0.1,12
3,3,1,4,6,57,0.1,11
4,3,1,4,6,52,0.1,14
5,3,1,9,7,53,0.1,11
6,3,1,9,8,52,0.1,13
7,3,1,10,8,51,0.1,16
8,3,1,7,7,45,0.1,17
9,3,1,9,7,62,0.1,9
10,3,1,9,6,73,0.1,4
11,3,1,7,6,74,0.1,4
12,3,1,6,4,75,0.1,3
13,3,1,4,6,76,0.1,3
14,3,1,8,6,74,0.1,3
15,3,1,14,6,75,0.1,3
16,3,1,14,6,74,0.1,4
17,3,1,7,6,74,0.1,4
18,3,1,6,6,72,0.1,6
19,3,1,7,8,66,0.1,9
20,3,1,8,6,64,0.1,11
21,3,1,10,6,72,0.1,5
22,3,1,5,5,68,0.1,7
23,4,1,5,4,44,0.1,27
24,4,1,4,5,53,0.1,17
1,3,1,6,7,66,0.1,7
2,3,1,9,5,72,0.1,3
3,3,1,4,4,73,0.1,3
